superficie_construida,precio,distritos_id,dormitorios,banos
225,1950000,7,4,3.5
225,1950000,7,4,3.5
225,1950000,7,4,3.5
225,1950000,7,4,3.5
225,1950000,7,4,3.5
225,1950000,7,4,3.5
225,1950000,7,4,3.5
225,1950000,7,4,3.5
75,575000,4,2,1.5
75,575000,4,2,1.5
175,710000,10,5,2
175,710000,10,5,2
175,710000,10,5,2
175,695000,10,5,2
175,695000,10,5,2
175,695000,10,5,2
175,695000,10,5,2
175,695000,10,5,2
330,3800000,7,3,3
330,3800000,7,3,3
71,245000,1,2,1
71,245000,1,2,1
87,380000,8,3,1
87,380000,8,3,1
176,1450000,4,3,4
176,1450000,4,3,4
176,1450000,4,3,4
176,1450000,4,3,4
176,1450000,4,3,4
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
185,575000,12,4,3
185,575000,12,4,3
160,1250000,8,4,3
160,1250000,8,4,3
160,1250000,8,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4300000,7,4,3
460,4100000,7,4,3
460,4100000,7,4,3
460,4100000,7,4,3
180,850000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
190,1350000,7,4,3
142,850000,8,3,2
142,850000,8,3,2
142,850000,8,3,2
142,850000,8,3,2
142,850000,8,3,2
142,850000,8,3,2
805,6500000,10,5,5
805,7000000,10,5,5
805,7000000,10,5,5
805,7000000,10,5,5
805,7000000,10,5,5
250,1500000,7,4,2.5
211,1650000,7,4,3
211,1650000,7,4,3
211,1650000,7,4,3
211,1650000,7,4,3
211,1650000,7,4,3
211,1650000,7,4,3
211,1650000,7,4,3
211,1650000,7,4,3
145,640000,10,3,3
145,640000,10,3,3
145,640000,10,3,3
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1400000,9,5,4
343,1240000,9,5,4
343,1240000,9,5,4
343,1240000,9,5,4
343,1240000,9,5,4
343,1240000,9,5,4
343,1240000,9,5,4
343,1240000,9,5,4
343,1240000,9,5,4
250,1575000,14,4,3
250,1575000,14,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
230,1250000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
195,1450000,8,4,3
200,1100000,14,4,3
200,1100000,14,4,3
200,990000,14,4,3
200,990000,14,4,3
200,940000,14,4,3
200,940000,14,4,3
200,950000,14,4,3
200,950000,14,4,3
200,930000,14,4,3
200,930000,14,4,3
200,930000,14,4,3
200,930000,14,4,3
254,1800000,7,4,4
254,1800000,7,4,4
254,1800000,7,4,4
272,1240000,8,5,4.5
272,1240000,8,5,4.5
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
86,345000,8,2,1
86,345000,8,2,1
86,345000,8,2,1
86,345000,8,2,1
86,345000,8,2,1
86,345000,8,2,1
86,333000,8,2,1
86,333000,8,2,1
86,310000,8,2,1
86,310000,8,2,1
223,1680000,10,4,4
223,1680000,10,4,4
223,1680000,10,4,4
229,1590000,8,4,4
229,1590000,8,4,4
229,1590000,8,4,4
229,1590000,8,4,4
229,1590000,8,4,4
229,1590000,8,4,4
138,975000,10,3,3
138,975000,10,3,3
138,925000,10,3,3
138,925000,10,3,3
138,925000,10,3,3
195,800000,4,3,2.5
195,800000,4,3,2.5
195,800000,4,3,2.5
195,800000,4,3,2.5
195,800000,4,3,2.5
500,4900000,8,6,4.5
500,4900000,8,6,4.5
476,3500000,7,6,4
476,3500000,7,6,4
504,4900000,8,6,5.5
504,4900000,8,6,5.5
504,4500000,8,6,5.5
504,4500000,8,6,5.5
504,4450000,8,6,5.5
504,4450000,8,6,5.5
504,4200000,8,6,5.5
504,4200000,8,6,5.5
504,4200000,8,6,5.5
504,3980000,8,6,5.5
504,3980000,8,6,5.5
504,3650000,8,6,5.5
504,3650000,8,6,5.5
504,3650000,8,6,5.5
504,3450000,8,6,5.5
504,3450000,8,6,5.5
504,3450000,8,6,5.5
456,3500000,7,6,4
456,3500000,7,6,4
456,3500000,7,6,4
456,3500000,7,6,4
456,3450000,7,6,4
456,3450000,7,6,4
456,3450000,7,6,4
456,3450000,7,6,4
456,3450000,7,6,4
456,3200000,7,6,4
456,3200000,7,6,4
456,2980000,7,6,4
456,2980000,7,6,4
456,2980000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2600000,7,6,4
456,2600000,7,6,4
456,2600000,7,6,4
87,890000,7,2,2
87,890000,7,2,2
116,650000,17,3,1.5
116,620000,17,3,1.5
116,620000,17,3,1.5
116,620000,17,3,1.5
360,3000000,10,4,2
360,3000000,10,4,2
360,3000000,10,4,2
360,2800000,10,4,2
360,2800000,10,4,2
360,2800000,10,4,2
360,2800000,10,4,2
360,2625000,10,4,2
360,2625000,10,4,2
360,2650000,10,4,2
360,2650000,10,4,2
360,2800000,10,4,2
360,2800000,10,4,2
360,2800000,10,4,2
90,500000,9,2,2
90,525000,9,2,2
90,525000,9,2,2
90,525000,9,2,2
135,1200000,7,3,3
135,1200000,7,3,3
135,1150000,7,3,3
135,1150000,7,3,3
135,1115000,7,3,3
135,1115000,7,3,3
135,1115000,7,3,3
475,5500000,10,5,5
475,5500000,10,5,5
475,5500000,10,5,5
314,3250000,7,3,3
314,3250000,7,3,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1450000,8,5,3
254,1350000,8,5,3
254,1350000,8,5,3
254,1350000,8,5,3
240,1450000,4,3,3
240,1450000,4,3,3
456,3500000,7,6,4
456,3200000,7,6,4
456,3200000,7,6,4
456,2980000,7,6,4
456,2980000,7,6,4
456,2980000,7,6,4
456,2980000,7,6,4
456,2980000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2750000,7,6,4
456,2600000,7,6,4
456,2600000,7,6,4
456,2600000,7,6,4
504,4900000,8,5,5.5
504,4450000,8,5,5.5
504,4450000,8,5,5.5
504,4450000,8,5,5.5
504,4200000,8,5,5.5
504,4200000,8,5,5.5
504,3980000,8,5,5.5
504,3980000,8,5,5.5
504,3980000,8,5,5.5
504,3980000,8,5,5.5
504,3650000,8,5,5.5
504,3650000,8,5,5.5
504,3650000,8,5,5.5
504,3650000,8,5,5.5
504,3450000,8,5,5.5
504,3450000,8,5,5.5
504,3450000,8,5,5.5
418,1349000,14,9,4
418,1349000,14,9,4
154,990000,7,4,2
154,990000,7,4,2
154,990000,7,4,2
154,990000,7,4,2
140,740000,7,3,2.5
140,740000,7,3,2.5
140,740000,7,3,2.5
140,740000,7,3,2.5
140,740000,7,3,2.5
140,740000,7,3,2.5
125,850000,7,3,3
125,850000,7,3,3
125,850000,7,3,3
125,850000,7,3,3
125,850000,7,3,3
125,850000,7,3,3
125,850000,7,3,3
125,630000,4,2,2
125,630000,4,2,2
125,630000,4,2,2
125,630000,4,2,2
125,630000,4,2,2
125,630000,4,2,2
125,550000,4,2,2
125,600000,4,2,2
125,600000,4,2,2
125,600000,4,2,2
125,550000,4,2,2
125,550000,4,2,2
125,550000,4,2,2
125,1350000,17,2,2
125,1350000,17,2,2
125,1350000,17,2,2
125,1350000,17,2,2
125,1300000,17,2,2
125,1300000,17,2,2
125,1300000,17,2,2
250,2200000,7,3,3
250,2400000,7,3,3
250,2400000,7,3,3
250,2400000,7,3,3
250,2000000,7,3,3
250,2000000,7,3,3
250,2000000,7,3,3
225,1950000,7,4,3
225,1950000,7,4,3
225,1950000,7,4,3
225,1950000,7,4,3
225,1950000,7,4,3
338,1990000,7,5,4
338,1990000,7,5,4
321,1600000,8,4,3
321,1600000,8,4,3
321,1600000,8,4,3
230,1495000,14,4,3
230,1495000,14,4,3
202,1545000,7,3,2.5
202,1350000,7,3,2.5
202,1350000,7,3,2.5
202,1350000,7,3,2.5
202,1350000,7,3,2.5
202,1350000,7,3,2.5
202,1350000,7,3,2.5
202,1350000,7,3,2.5
202,1200000,7,3,2.5
202,1200000,7,3,2.5
202,1200000,7,3,2.5
202,1200000,7,3,2.5
202,1200000,7,3,2.5
202,1200000,7,3,2.5
135,1200000,7,3,2
135,1200000,7,3,2
135,1150000,7,3,2
135,1150000,7,3,2
135,1115000,7,3,2
135,1115000,7,3,2
135,1115000,7,3,2
130,799000,7,3,3
130,799000,7,3,3
122,560000,8,3,2
122,560000,8,3,2
184,1795000,7,3,4
184,1795000,7,3,4
184,1795000,7,3,4
238,1300000,7,3,2
238,1300000,7,3,2
238,1300000,7,3,2
174,850000,7,4,2.5
174,800000,7,4,2.5
174,800000,7,4,2.5
174,850000,7,4,2.5
174,850000,7,4,2.5
174,800000,7,4,2.5
174,800000,7,4,2.5
174,800000,7,4,2.5
237,845000,10,4,3
237,845000,10,4,3
237,845000,10,4,3
237,845000,10,4,3
237,845000,10,4,3
154,755000,8,4,3
154,755000,8,4,3
154,755000,8,4,3
154,755000,8,4,3
337,3500000,17,4,5
337,3500000,17,4,5
337,3500000,17,4,5
337,3500000,17,4,5
337,3500000,17,4,5
337,3500000,17,4,5
337,3500000,17,4,5
427,6800000,7,4,4
427,6800000,7,4,4
427,6800000,7,4,4
427,6800000,7,4,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
338,1950000,7,5,4
296,1690000,8,6,4
296,1690000,8,6,4
296,1690000,8,6,4
79,570000,4,2,2
79,570000,4,2,2
79,570000,4,2,2
79,550000,4,2,2
79,550000,4,2,2
79,550000,4,2,2
79,550000,4,2,2
347,2949500,7,3,3.5
347,3812545,7,3,3.5
347,3812545,7,3,3.5
347,3812545,7,3,3.5
351,3334500,7,3,3.5
351,2983500,7,3,3.5
351,4064689,7,3,3.5
351,4064689,7,3,3.5
351,4064689,7,3,3.5
397,3374500,7,3,3.5
397,3849560,7,3,3.5
397,3849560,7,3,3.5
397,3849560,7,3,3.5
374,3179000,7,3,3.5
374,4104152,7,3,3.5
374,4104152,7,3,3.5
374,4104152,7,3,3.5
397,3374500,7,3,3.5
374,3179000,7,3,3.5
376,3196000,7,3,3.5
376,4333245,7,3,3.5
376,4333245,7,3,3.5
376,4333245,7,3,3.5
376,4333245,7,3,3.5
360,3060000,7,3,3.5
409,3230000,7,3,3.5
409,3476500,7,3,3.5
409,4574218,7,3,3.5
409,4574218,7,3,3.5
409,4574218,7,3,3.5
380,3230000,7,3,3.5
517,4394500,7,3,3.5
517,4394500,7,3,3.5
517,4394500,7,3,3.5
491,4173500,7,3,3.5
491,10298400,7,3,3.5
491,10298400,7,3,3.5
491,10298400,7,3,3.5
135,1200000,7,3,2
135,1200000,7,3,2
112,580000,8,3,2
112,580000,8,3,2
160,675000,14,4,3
160,675000,14,4,3
194,960000,10,3,3.5
194,960000,10,3,3.5
194,960000,10,3,3.5
194,960000,10,3,3.5
194,960000,10,3,3.5
194,960000,10,3,3.5
194,960000,10,3,3.5
194,875000,10,3,3.5
194,900000,10,3,3.5
194,900000,10,3,3.5
194,900000,10,3,3.5
194,900000,10,3,3.5
194,875000,10,3,3.5
194,875000,10,3,3.5
194,900000,10,3,3.5
194,900000,10,3,3.5
194,905000,10,3,3.5
194,905000,10,3,3.5
194,905000,10,3,3.5
205,1450000,14,5,5
205,1450000,14,5,5
205,1450000,14,5,5
205,1450000,14,5,5
205,1450000,14,5,5
205,1450000,14,5,5
205,1450000,14,5,5
205,1450000,14,5,5
205,1450000,14,5,5
205,1450000,14,5,5
440,1675000,14,6,5
440,1675000,14,6,5
440,1675000,14,6,5
440,1675000,14,6,5
440,1675000,14,6,5
440,1675000,14,6,5
440,1675000,14,6,5
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
110,650000,11,3,2
110,650000,11,3,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1270000,7,2,2
135,1180000,7,2,2
135,1180000,7,2,2
135,1180000,7,2,2
400,2700000,10,6,4
400,2700000,10,6,4
400,2700000,10,6,4
400,2700000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
400,2800000,10,6,4
382,2222000,10,4,4
382,2222000,10,4,4
382,2222000,10,4,4
382,2222000,10,4,4
282,2222000,10,4,4
282,2222000,10,4,4
381,2768000,10,4,4
381,2768000,10,4,4
381,2858000,10,4,4
381,2858000,10,4,4
389,4633000,10,4,4
389,4633000,10,4,4
389,4633000,10,4,4
389,4633000,10,4,4
389,4633000,10,4,4
389,4633000,10,4,4
512,3465000,10,5,5
512,5873000,10,5,5
512,5873000,10,5,5
512,5873000,10,5,5
512,5873000,10,5,5
160,1580000,7,3,2
160,1580000,7,3,2
160,1580000,7,3,2
160,1580000,7,3,2
160,1580000,7,3,2
160,1580000,7,3,2
160,1580000,7,3,2
160,1600000,7,3,2
160,1600000,7,3,2
160,1600000,7,3,2
160,1600000,7,3,2
211,1650000,7,4,3
211,1650000,7,4,3
211,1650000,7,4,3
275,1690000,8,6,4
275,1690000,8,6,4
275,1690000,8,6,4
180,1550000,7,4,3
180,1550000,7,4,3
180,1500000,7,4,3
180,1500000,7,4,3
180,1500000,7,4,3
180,1500000,7,4,3
376,3190000,8,3,3
376,3190000,8,3,3
252,3100000,8,3,2.5
252,3100000,8,3,2.5
192,1950000,8,3,2.5
192,1950000,8,3,2.5
300,1485000,8,6,4
300,1485000,8,6,4
454,1995000,8,6,5
454,1995000,8,6,5
270,2700000,8,5,4
270,2700000,8,5,4
270,2700000,8,5,4
600,3500000,8,5,3
600,3500000,8,5,3
600,3500000,8,5,3
600,3200000,8,5,3
600,3200000,8,5,3
600,3000000,8,5,3
600,3000000,8,5,3
600,3000000,8,5,3
600,3000000,8,5,3
600,2900000,8,5,3
600,2900000,8,5,3
600,2900000,8,5,3
600,2900000,8,5,3
600,2900000,8,5,3
288,1590000,4,3,3.5
288,1590000,4,3,3.5
288,1395000,4,3,3.5
288,1395000,4,3,3.5
288,1395000,4,3,3.5
105,400000,4,2,2
105,400000,4,2,2
350,4000000,8,5,4.5
350,4000000,8,5,4.5
350,4000000,8,5,4.5
350,4000000,8,5,4.5
350,4000000,8,5,4.5
350,4000000,8,5,4.5
350,4000000,8,5,4.5
350,4000000,8,5,4.5
350,4400000,8,5,4.5
350,4400000,8,5,4.5
263,1545000,7,4,3.5
263,1545000,7,4,3.5
454,4600000,7,6,6.5
454,4600000,7,6,6.5
300,1990000,10,5,4.5
300,1990000,10,5,4.5
155,890000,4,2,2.5
155,830000,4,2,2.5
155,830000,4,2,2.5
155,795000,4,2,2.5
155,795000,4,2,2.5
155,795000,4,2,2.5
155,795000,4,2,2.5
155,795000,4,2,2.5
237,1800000,17,4,4
237,1800000,17,4,4
237,1800000,17,4,4
180,850000,15,4,3.5
180,730000,15,4,3.5
180,730000,15,4,3.5
180,580000,15,4,3.5
180,580000,15,4,3.5
180,580000,15,4,3.5
180,580000,15,4,3.5
180,580000,15,4,3.5
165,1650000,8,3,3
165,1650000,8,3,3
420,1897000,8,5,4
420,1798000,8,5,4
420,1798000,8,5,4
420,1798000,8,5,4
420,1798000,8,5,4
420,1798000,8,5,4
172,1250000,8,4,3
172,1250000,8,4,3
172,1250000,8,4,3
172,1250000,8,4,3
172,1250000,8,4,3
172,1250000,8,4,3
320,1650000,14,4,4.5
320,1650000,14,4,4.5
320,1650000,14,4,4.5
320,1650000,14,4,4.5
320,1650000,14,4,4.5
227,1650000,17,3,3
227,1650000,17,3,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1800000,8,2,3
190,1600000,8,2,3
190,1600000,8,2,3
190,1600000,8,2,3
190,1650000,8,2,3
190,1650000,8,2,3
190,1650000,8,2,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1200000,8,3,3
146,1190000,8,3,3
146,1190000,8,3,3
146,1190000,8,3,3
146,1190000,8,3,3
146,1190000,8,3,3
146,1190000,8,3,3
146,1190000,8,3,3
146,1190000,8,3,3
430,3400000,10,6,4
430,3400000,10,6,4
430,3400000,10,6,4
430,3400000,10,6,4
317,1800000,14,5,4
317,1800000,14,5,4
317,1900000,14,5,4
317,1900000,14,5,4
317,1900000,14,5,4
317,1900000,14,5,4
317,1900000,14,5,4
317,1900000,14,5,4
408,3900000,8,6,4.5
408,3900000,8,6,4.5
408,3900000,8,6,4.5
408,3800000,8,6,4.5
408,3800000,8,6,4.5
408,3500000,8,6,4.5
408,3500000,8,6,4.5
408,3500000,8,6,4.5
408,3500000,8,6,4.5
408,3500000,8,6,4.5
408,3500000,8,6,4.5
408,3500000,8,6,4.5
408,3500000,8,6,4.5
504,4900000,8,6,5.5
504,4900000,8,6,5.5
504,4450000,8,6,5.5
504,4450000,8,6,5.5
504,4450000,8,6,5.5
504,4450000,8,6,5.5
504,4200000,8,6,5.5
504,4200000,8,6,5.5
504,3980000,8,6,5.5
504,3650000,8,6,5.5
504,3650000,8,6,5.5
504,3650000,8,6,5.5
504,3650000,8,6,5.5
504,3450000,8,6,5.5
504,3450000,8,6,5.5
504,3450000,8,6,5.5
504,3450000,8,6,5.5
450,3500000,7,6,4
450,3500000,7,6,4
450,3450000,7,6,4
450,3450000,7,6,4
450,3450000,7,6,4
450,3450000,7,6,4
450,3200000,7,6,4
450,3200000,7,6,4
450,2980000,7,6,4
450,2980000,7,6,4
450,2980000,7,6,4
450,2750000,7,6,4
450,2750000,7,6,4
450,2750000,7,6,4
450,2600000,7,6,4
450,2600000,7,6,4
450,2600000,7,6,4
176,1750000,10,2,2
176,1750000,10,2,2
176,1750000,10,2,2
135,1200000,7,3,3
135,1150000,7,3,3
135,1150000,7,3,3
135,1150000,7,3,3
135,1115000,7,3,3
135,1115000,7,3,3
135,1115000,7,3,3
565,3950000,4,5,5
565,3950000,4,5,5
565,3950000,4,5,5
565,4450000,4,5,5
565,4450000,4,5,5
565,4450000,4,5,5
565,4450000,4,5,5
144,900000,7,4,2
144,850000,7,4,2
144,850000,7,4,2
144,850000,7,4,2
144,760000,7,4,2
144,760000,7,4,2
144,760000,7,4,2
1057,16000000,7,7,7
1057,16000000,7,7,7
1057,16000000,7,7,7
1057,16335844,7,7,7
1057,16335844,7,7,7
1057,16335844,7,7,7
1057,16335844,7,7,7
1057,16335844,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
1057,16800000,7,7,7
620,11000000,7,5,6
620,11000000,7,5,6
620,11000000,7,5,6
620,11092867,7,5,6
620,11092867,7,5,6
620,11400000,7,5,6
620,11400000,7,5,6
620,12202154,7,5,6
620,12202154,7,5,6
620,12202154,7,5,6
620,12202154,7,5,6
620,12202154,7,5,6
620,12202154,7,5,6
620,12202154,7,5,6
620,12202154,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10362000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
620,10700000,7,5,6
620,10700000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
620,9500000,7,5,6
130,1100000,7,2,2.5
130,1100000,7,2,2.5
130,1100000,7,2,2.5
242,1300000,9,4,3
242,1300000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1250000,9,4,3
242,1050000,9,4,3
242,1050000,9,4,3
242,1050000,9,4,3
242,1050000,9,4,3
242,1050000,9,4,3
242,1100000,9,4,3
242,1100000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1050000,9,4,3
242,1050000,9,4,3
242,1050000,9,4,3
242,1050000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
242,1200000,9,4,3
111,690000,10,2,2
111,690000,10,2,2
111,690000,10,2,2
111,690000,10,2,2
111,690000,10,2,2
111,690000,10,2,2
111,690000,10,2,2
111,690000,10,2,2
448,3900000,8,4,4
448,3900000,8,4,4
448,3900000,8,4,4
448,3900000,8,4,4
448,3900000,8,4,4
448,3900000,8,4,4
448,3900000,8,4,4
448,3500000,8,4,4
448,3500000,8,4,4
448,3500000,8,4,4
167,890000,4,4,2
167,890000,4,4,2
167,890000,4,4,2
167,890000,4,4,2
167,890000,4,4,2
167,890000,4,4,2
167,890000,4,4,2
167,890000,4,4,2
167,850000,4,4,2
167,850000,4,4,2
167,780000,4,4,2
167,780000,4,4,2
167,780000,4,4,2
167,730000,4,4,2
167,730000,4,4,2
167,730000,4,4,2
100,700000,10,2,1
100,700000,10,2,1
100,700000,10,2,1
100,700000,10,2,1
135,680000,8,4,2
135,680000,8,4,2
135,650000,8,4,2
135,650000,8,4,2
135,630000,8,4,2
135,630000,8,4,2
135,600000,8,4,2
135,600000,8,4,2
135,590000,8,4,2
135,590000,8,4,2
135,590000,8,4,2
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
314,3250000,7,4,4
220,1990000,7,2,2
220,1990000,7,2,2
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3500000,17,4,3
250,3000000,17,4,3
250,3000000,17,4,3
250,3000000,17,4,3
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
104,550000,1,2,2
180,645000,7,4,3
180,645000,7,4,3
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
133,1190000,7,3,2
87,890000,7,2,2
87,890000,7,2,2
87,890000,7,2,2
253,2100000,17,4,3.5
253,2100000,17,4,3.5
83,420000,4,2,2
83,420000,4,2,2
83,445000,4,2,2
83,445000,4,2,2
83,445000,4,2,2
83,445000,4,2,2
83,420000,4,2,2
83,420000,4,2,2
83,420000,4,2,2
83,395000,4,2,2
83,395000,4,2,2
83,395000,4,2,2
83,395000,4,2,2
279,2250000,7,4,3
279,2250000,7,4,3
279,2250000,7,4,3
225,2300000,4,4,3.5
225,2300000,4,4,3.5
125,735000,17,3,2
